ab	0.323399
ab's	-0.236217
aba	-0.043845
ababyblueeyes	0.339147
abacab	0.693319
abad	-0.171678
abadchris	1.150077
abaggy	1.997375
abalone	-0.236217
abandon	-1.004587
abandoned	-1.286039
abandoning	-1.697735
abandonment	-1.740294
abang	0.387937
abb	-0.305210
abba	0.255064
abbafan	0.051465
abbey	0.094025
abbeymatibag	0.339147
abbi	0.051465
abbie	0.773600
abbie's	-0.236217
abbiealmasco	-0.864826
abbiee	-0.236217
abbiefletcher	-0.066318
abbies	0.051465
abbreviation	1.255438
abbreviations	1.063066
abbs	0.562291
abbsound	0.611081
abby	0.233787
abby's	1.230120
abbybradz	-0.641682
abbyharenberg	1.660903
abbyluvsaj	-0.459360
abbyro	-0.864826
abbyryder	1.843225
abbyy	-0.795833
abc	-0.102685
abc's	-0.285007
abcd	0.233787
abcddesigns	0.967756
abcdefglynis	0.339147
abcdude	0.233787
abcece	0.967756
abcfamily	-0.354000
abcmsaj	1.006977
abd	-0.418538
abdc	0.051465
abdomen	-1.894445
abdominal	-2.251120
abducted	-0.082066
abdul	0.744612
abdullatef	1.997375
abduzeedo	1.304228
abe	0.323399
abeautifulmind	0.744612
abednego	2.130907
abeeliever	1.897292
abel	0.536973
abend	1.843225
aber	-0.137777
abercrombie	-0.142691
aberdeen	0.113986
aberdeenshire	0.051465
aberry	0.274609
abfab	0.967756
abg	-0.130856
abh	0.339147
abhi	1.350748
abhishek	0.813605
abhor	-1.201298
abhorredlife	-1.047147
abhorrentaspen	0.339147
abi	0.156826
abia	0.339147
abiban	-0.487531
abide	0.562291
abideedles	0.521469
abiding	0.051465
abiface	-0.929364
abigaelettuce	0.184997
abigail	-0.444972
abigaill	-0.354000
abii	-0.459360
abilene	-0.305210
abilities	0.595081
ability	-0.265204
abirtmo	-0.795833
abis	-0.227248
abisignorelli	0.898763
abiss	0.744612
abit	-0.107140
abita	0.051465
abiteofsanity	1.437760
abitur	1.843225
abl	-0.354000
able	-0.847858
ableandgame	2.130907
abledragon	0.967756
ableg	0.339147
ablegamers	-1.740294
ableton	0.376888
ablett	-0.459360
ablum	1.660903
abm	0.051465
abnormal	-0.073698
abnormally	-0.536321
abo	0.051465
aboard	0.713841
abode	0.813605
abominable	-0.508151
abomination	0.051465
aboot	-0.035546
abooth	1.437760
aboriginal	-0.508151
abort	-0.199849
aborted	-0.354000
abortion	-1.224828
abortions	-0.795833
aboslutely	0.562291
abot	-0.960136
abotu	0.744612
abou	-0.216799
abound	0.839923
aboundlessworld	1.150077
abounds	-0.236217
abour	0.051465
about	-0.021768
abouts	1.119306
aboutt	0.744612
abouut	1.304228
above	0.180956
aboveallfabric	0.898763
abp	0.456930
abpink	-0.171678
abq	-0.149206
abraham	1.150077
abrams	0.131508
abramsandbettes	0.456930
abrazo	-0.864826
abre	-1.740294
abreu	1.843225
abroad	-0.354000
abrowngirl	1.214616
abrupt	-0.864826
abruptly	-1.557973
abs	0.194566
abscess	-2.346430
abseil	1.843225
absence	-0.216799
absent	-0.705398
absentee	0.339147
absinthe	0.510998
abso	0.051465
absoloute	0.051465
absoloutly	0.205616
absolut	1.255438
absolute	0.009501
absolutely	0.530549
absolutelytrue	1.230120
absolutions	0.967756
absolutley	0.134847
absolutly	0.349958
absolutraia	2.536372
absolutspacegrl	0.456930
absorb	0.744612
absorbed	0.051465
absorbing	0.967756
abstheoreo	-0.864826
abstract	0.884374
abstractg	1.437760
abstracts	-0.236217
absturbation	-0.285007
absurd	-0.066318
absurdly	0.274609
abt	-0.176091
abtony	0.456930
abu	0.146775
abuba	0.339147
abuela	-0.354000
abuelita	0.051465
abundance	1.539542
abundant	1.150077
abuse	-0.486118
abused	-1.634934
abuser	-1.201298
abuses	-2.027976
abusing	-0.882844
abusive	-0.554671
abut	0.493298
abuzz	0.051465
abv	0.051465
abvan	0.967756
abwt	-0.864826
aby	0.611081
abysmal	-0.929364
abyss	-0.258690
abz	-0.171678
abzquine	1.063066
ac	-0.858584
ac's	-1.047147
aca	0.339147
acabei	0.562291
acabo	-0.354000
acabou	-1.894445
acacia	0.744612
acad	1.304228
academia	-0.130856
academic	0.051465
academically	0.339147
academics	-0.171678
academy	0.440930
acadia	0.387937
acai	0.824655
acapella	0.233787
acara	-0.236217
acatinatree	1.437760
acc	0.236608
accelerate	0.051465
accelerated	-0.459360
accent	0.850907
accents	0.744612
accept	-0.244122
acceptable	0.220542
acceptance	0.884374
accepted	0.423029
accepting	0.366546
accepts	-0.408067
acces	-2.027976
accesories	0.744612
access	-0.984359
accessed	-1.201298
accesshollywood	0.339147
accessibility	0.419190
accessible	-0.390368
accessing	-1.781116
accessories	0.810570
accessorize	0.339147
accessory	1.395200
accessoryamy	-1.894445
accident	-1.658616
accidental	0.097985
accidentally	-1.332194
accidentaly	-0.960136
accidently	-1.357996
accidents	-1.120172
acck	-1.653283
accnt	0.967756
accolade	1.997375
accom	-0.795833
accommodate	0.233787
accommodating	-0.236217
accommodation	-0.273957
accomodation	-0.285007
accompanied	0.486783
accompaniment	0.967756
accompany	0.116004
accompanying	0.521469
accomplish	0.606991
accomplished	1.002694
accomplishing	0.805237
accomplishment	1.642554
accomplishments	2.066368
accord	-0.354000
accordance	0.339147
according	-0.026700
accordingly	1.591910
accordingtonina	0.274609
accordion	0.205616
account	-0.028913
account's	-1.334829
accountability	0.639252
accountable	1.555543
accountancy	0.233787
accountant	0.176628
accountants	0.657601
accounted	1.150077
accounting	-0.767370
accounts	-0.274803
accoustic	0.744612
accout	0.562291
accreditation	-0.236217
accross	-0.130856
acct	-0.476602
accts	-0.577143
acctually	0.611081
accumulate	-0.508151
accumulated	-0.102685
accupuncture	-0.236217
accuracy	-0.459360
accurate	0.626829
accurately	0.387937
accusations	0.339147
accuse	0.051465
accused	-0.672454
accustomed	-0.236217
accuweather	-1.894445
acd	1.350748
acdc	0.680074
ace	0.438062
aceblack	1.032294
aceconcierge	2.616415
aced	0.916463
acedtect	-1.047147
acee	1.843225
acemaker	2.130907
acemas	1.472851
acen	0.051465
acepower	-0.459360
acer	0.456930
aces	0.252136
acess	-0.508151
acetuk	0.967756
acey	-0.102685
aceybongos	-0.305210
ach	-0.662301
acha	0.233787
ache	-2.457196
ached	-1.047147
achee	-1.047147
achei	-0.236217
acheivement	0.967756
aches	-2.115269
achey	-2.267649
achie	0.051465
achieve	1.311719
achieved	0.153248
achievement	0.655000
achievements	0.396306
achieving	0.590462
achievment	1.150077
achilles	-0.913616
achillesmama	1.150077
achin	-0.929364
aching	-1.503579
achitnis	0.898763
achja	1.150077
achmed	0.339147
acho	0.012244
achoo	-1.653283
achso	0.967756
achtung	0.562291
achtungmusic	-0.171678
achy	-1.104967
acid	-0.416132
acidic	-1.201298
acidicice	1.373221
acidink	-0.864826
acidity	0.051465
acidnation	-1.894445
acing	0.456930
acj	0.051465
ack	-1.450025
ackk	-0.130856
ackles	1.843225
acknowledge	0.521469
acknowledged	1.304228
acknowledgement	1.997375
acknowledging	1.255438
acl	-0.813532
aclockworktoad	2.066368
acm	-0.236217
acmcwhale	-0.459360
acme	0.051465
acmephoto	1.150077
acmhatre	1.304228
acne	-1.506679
aco	0.562291
acomplished	1.555543
acording	0.562291
acorn	0.169248
acorns	0.051465
acosta	1.150077
acount	0.194566
acoustic	0.887334
acoustics	0.967756
acowboyswife	-0.641682
acp	-0.354000
acquaintance	1.150077
acquaintances	-0.795833
acquainted	0.862395
acquire	0.582093
acquired	-0.043845
acquiring	-1.047147
acquisition	0.967756
acre	0.521469
acread	0.274609
acres	0.387937
acrobat	-0.536321
acrobatics	-0.236217
acronym	1.150077
acronyms	0.657601
acropolis	-0.236217
across	0.179640
acryfromthesoul	1.350748
acrylic	-0.328024
acrylicana	1.150077
acrylics	0.051465
acs	-0.577143
act	0.174273
actaully	-0.379318
acted	-0.118434
actin	-1.557973
acting	-0.600932
action	0.500134
actionamanda	0.051465
actionchick	2.824054
actions	0.072519
actionscript	-0.567574
activ	-0.236217
activate	-1.315411
activated	-0.807196
activating	-0.418538
activation	-2.513484
active	0.301407
actively	0.292627
activex	-1.047147
activia	-0.354000
activision	-0.171678
activism	0.611081
activist	0.408140
activists	0.051465
activites	-0.459360
activities	0.039043
activity	0.176028
actor	0.807791
actors	0.450851
actress	0.852826
actresses	0.967756
acts	0.183525
actual	-0.166421
actuall	0.456930
actually	0.249734
actuallyy	-0.236217
actualy	0.051465
actully	0.125573
actuly	0.967756
acu	0.862395
acually	-0.487531
acum	0.456930
acummings	1.081085
acupofjo	-0.864826
acupuncture	-0.102685
acura	-0.795833
acutally	0.252136
acute	-1.047147
ad	0.532168
ad's	-0.641682
ada	0.105532
adactio	0.967756
adage	0.562291
adaggio	0.611081
adagio	0.744612
adam	0.245621
adam's	0.196647
adamant	0.274609
adamasity	-0.795833
adambmusic	-0.864826
adambusch	1.437760
adamcoomes	2.130907
adamcurry	0.233787
adamficek	0.051465
adamfyre	1.660903
adamgoldston	0.125573
adamgoswell	0.339147
adamgrahek	0.274609
adamhoban	-0.459360
adamisarockstar	-2.027976
adamjackson	0.456930
adamlambertnews	0.862395
adamleber	0.051465
adamm	-0.285007
adammaguire	0.967756
adammshankman	-0.247028
adamnelson	0.562291
adamostrow	0.898763
adamparnell	-0.459360
adamrphoto	0.521469
adams	0.368561
adamsatayer	0.967756
adamschwabe	-1.247818
adamsconsulting	2.043895
adamsevani	2.130907
adamsmith	-0.171678
adamtal	0.967756
adamtherealidol	-0.864826
adamtylerx	1.350748
adamtyson	1.843225
adamwc	2.354050
adamwoodyatt	0.051465
adaniellec	-0.171678
adapaavi	0.657601
adapt	-0.210899
adaptation	0.611081
adapted	0.611081
adapter	-1.273460
adapters	-0.236217
adapting	1.063066
adaptor	-1.283536
adarlingxo	-1.452612
adb	0.274609
adbert	1.350748
adblock	1.032294
adc	0.339147
adccfighter	0.274609
adcharlie	1.150077
add	1.309402
addamh	1.150077
added	1.201994
adderall	0.967756
addersop	-0.641682
addi	-0.795833
addict	0.596396
addicted	0.668590
addictedto	-1.894445
addictedtojones	0.339147
addictedtotext	0.967756
addicting	1.091922
addictinggames	1.150077
addiction	0.606210
addictions	1.304228
addictive	0.917536
addicts	0.680074
addidas	0.339147
addie	1.319977
addieking	0.744612
addiiee	0.146775
addin	-0.066318
adding	0.760613
addison	-0.022643
addition	1.056392
additional	-0.069163
additionally	-0.641682
additions	0.693319
addon	0.259105
addons	0.252136
addoralive	0.339147
addr	-0.236217
address	0.300681
addressed	-0.111054
addresses	0.082237
addressing	0.051465
adds	0.518806
addthis	0.967756
addy	0.869776
addyx	0.339147
ade	0.242520
adek	0.274609
adel	0.233787
adelaide	-0.038147
adelate	0.611081
adele	0.687454
adelemcalear	1.150077
adelgabot	1.555543
adeline	-0.082066
adellecharles	0.967756
adelleslover	-0.236217
adem	0.967756
ademwithane	-0.864826
aden	0.233787
adent	0.456930
adequate	-0.130856
adequately	-1.047147
adese	0.493298
adesto	1.843225
adeus	0.339147
adhd	0.339147
adhesive	0.051465
adi	0.205616
adicted	1.660903
adidas	0.285080
adie	1.304228
adiejonas	-0.864826
adieu	0.051465
adii	1.304228
adik	0.839923
adiktusnine	0.051465
adil	0.051465
adiml	0.339147
adina	0.562291
adios	0.143839
adirondacks	0.562291
adisson	0.456930
aditya	1.241049
adityab	0.184997
adityamishra	0.339147
adityaolivier	0.967756
adityarao	1.843225
adium	-0.289461
adixoxo	1.150077
adj	1.150077
adjacent	0.051465
adjective	1.660903
adjectives	0.274609
adjix	1.555543
adjust	0.150556
adjusted	0.387937
adjusting	-0.095138
adjustment	-0.013073
adjustments	0.744612
adl	0.051465
adland	0.562291
adlantis	-2.251120
adler	0.456930
adlyman	0.813605
adm	0.339147
adman	1.304228
admance	1.150077
admin	-0.269007
administration	-0.222972
administrative	0.339147
administrator	0.051465
admins	-0.285007
admirable	0.967756
admiral	0.744612
admiration	1.373221
admire	1.437760
admired	0.938768
admirer	0.611081
admiring	0.818720
admission	0.097985
admissions	0.051465
admit	0.643516
admits	-0.354000
admitted	-1.166692
admittedly	0.051465
admitting	-0.139590
adn	-0.375979
adnamay	1.609610
ado	0.302780
adobe	-0.323228
adobe's	-0.459360
adobeted	-0.236217
adobo	0.744612
adolescence	0.051465
adolescent	0.339147
adolf	-0.130856
adonis	0.051465
adopt	-0.277717
adopted	-0.042354
adopter	0.456930
adopters	-0.354000
adopting	0.657601
adoption	-0.035546
adoptions	-1.047147
adorable	1.420518
adorablee	1.843225
adorably	0.744612
adorama	0.744612
adoran	1.304228
adoration	1.437760
adore	1.206092
adored	0.510998
adores	1.395200
adoring	1.006977
adorkable	2.616415
adorkablemellie	0.898763
adoro	2.130907
adp	0.967756
adpaid	0.967756
adrenalin	1.437760
adrenaline	0.795906
adrenalynntoao	0.184997
adrence	1.049994
adress	0.419190
adrey	0.967756
adri	0.419190
adrian	0.121424
adrian's	0.562291
adriana	-0.236217
adrianhiggs	-0.102685
adrianlynch	0.967756
adrianna	1.081085
adrianne	-0.130856
adrianneal	-0.171678
adriannecurry	0.156826
adriano	0.339147
adrianpesebre	-0.641682
adrians	0.274609
adrianspencer	1.150077
adriarichards	1.304228
adrielhampton	1.437760
adrienne	0.546787
adriennevh	0.967756
adrift	0.051465
adrigonzo	0.611081
adriolivera	-1.047147
adriwadri	0.233787
adriyah	0.051465
adrojake	-0.236217
adrunkreaper	-2.251120
ads	-0.068243
adsense	-0.095138
adsl	-0.482617
adt	0.862395
adtech	0.967756
adtr	0.369919
adubbz	0.051465
aduh	-0.487531
adult	-0.130856
adulthood	0.302780
adults	0.415133
adultswim	0.562291
adunham	-0.864826
adv	0.611081
advance	0.960835
advanced	0.397741
advancement	0.456930
advances	0.744612
advancing	0.205616
advantage	0.289137
advantages	0.702053
advent	0.562291
adventure	0.823681
adventurefarm	1.843225
adventuregirl	1.997375
adventureland	0.356847
adventures	0.820010
adventuring	1.660903
adventurous	0.831624
adverse	0.051465
adversity	1.756213
advert	0.733184
advertise	1.150077
advertised	-0.394822
advertisement	1.092919
advertisements	-1.247818
advertisers	0.456930
advertising	0.368823
adverts	-0.331527
advice	0.885137
advices	0.824655
advil	-0.995322
advise	0.744612
advised	-0.599122
adviser	0.205616
advising	0.051465
advisor	0.664570
advisors	0.051465
advisory	-0.328024
advocacy	1.843225
advocate	0.482248
advocates	0.051465
advocating	0.233787
adwords	-0.311440
ady	0.536973
adychou	0.456930
adzada	-0.641682
ae	0.019204
aea	-1.152508
aecen	0.967756
aed	0.051465
aee	1.786066
aef	1.150077
aefpix	2.449360
aelita	2.354050
aeoth	0.744612
aer	0.051465
aeriagames	1.350748
aerial	0.456930
aeris	-0.641682
aerithg	0.562291
aero	0.456930
aerobic	-0.082066
aerobics	-0.130856
aerocles	0.562291
aerodynamic	1.843225
aeron	0.456930
aeroplane	-1.820337
aeropostale	0.744612
aerosmith	0.456930
aerospace	0.339147
aervane	-0.171678
aerynblack	1.843225
aes	-0.171678
aesop	0.051465
aesthetic	1.063066
aetherprincess	-0.641682
aewang	0.967756
af	-0.965922
afa	0.051465
afaik	-0.171678
afallendevil	0.339147
afar	-0.159844
afb	-0.508151
afc	0.339147
afd	1.997375
afer	0.898763
afew	0.302780
aff	0.138477
affair	0.203271
affairs	-0.679422
affan	0.744612
affect	-0.369748
affected	-1.474591
affecting	-1.013246
affection	0.112090
affectionate	0.862395
affective	-0.864826
affects	-0.590389
afficionados	0.744612
affiliate	0.802881
affiliated	1.063066
affiliates	1.948585
affiliation	0.744612
affilicon	1.843225
affirm	1.150077
affirmation	1.923267
affirmationspot	2.248690
affirmative	0.744612
affirmingspirit	0.456930
affleck	-0.795833
afflicted	-0.236217
affliction	0.184997
afford	-1.813906
affordable	0.456930
affraid	-0.960136
affrodite	1.843225
afgan	-0.864826
afganistan	-0.864826
afghan	-0.035546
afghanistan	-0.686134
afi	0.125573
afinefrenzy	1.267861
afirmin	2.248690
afk	0.223315
afl	-0.059760
afloat	-0.171678
aflow	0.967756
afm	0.967756
afmikey	-0.459360
afo	-0.171678
afonin	1.843225
afoot	-0.171678
aford	-1.201298
aforementioned	0.657601
afp	0.302780
afraid	-0.955869
afranks	0.339147
afrd	0.967756
afresh	-0.236217
afreshmusic	-0.434043
afriad	-2.027976
africa	0.006260
africa's	-0.641682
african	0.334828
africanabc	1.756213
africanewtonxx	-0.236217
africanoboi	0.387937
africans	0.184997
afridi	-1.740294
afrikaans	-0.354000
afrikanboy	0.274609
afro	-0.082066
afrobella	0.051465
afs	-0.236217
afsoon	0.839923
aft	-0.118434
afta	-0.450627
aftashok	0.302780
afte	-0.236217
aftee	1.150077
after	-0.052302
afterall	0.260220
afterellen	0.611081
afterhours	0.205616
afterlife	-0.285007
aftermath	-0.710675
afternoon	0.453546
afternoon's	-0.305210
afternoons	0.330179
afterparty	-0.093717
afterr	0.590462
afters	1.660903
afterschool	1.304228
aftershave	-0.795833
aftershock	0.233787
aftershocks	-0.641682
aftershow	-0.536321
aftersun	-1.430139
aftertaste	-0.641682
aftertonight	0.967756
afterward	0.319729
afterwards	0.384704
afterwords	0.744612
afterwork	0.274609
aftie	1.555543
afton	1.437760
aftr	-0.400520
afty	0.562291
afv	1.304228
afwife	0.408140
ag	0.327719
aga	0.339147
agaaiin	0.233787
agaain	-0.156174
agad	0.051465
agaiin	-0.316260
agaiinn	0.339147
again	-0.325430
againg	-0.864826
againn	-0.157627
agains	-1.152508
against	-0.395549
agak	0.051465
agan	-1.201298
agape	-0.864826
agardina	0.967756
agassi	2.130907
agatha	0.611081
agcruc	0.967756
age	0.141553
aged	0.302780
agees	-0.929364
ageess	0.562291
ageing	0.339147
agen	-0.122888
agencies	0.205616
agency	0.322618
agenda	0.994837
agendas	0.051465
agent	0.242520
agentbooth	0.954333
agenticecream	1.843225
agentkebong	1.843225
agentnoir	0.274609
agents	0.361620
agentsullivan	1.204145
ages	-0.326136
agess	-0.180336
agesthegreat	0.680074
agf	0.051465
agg	-0.904046
agges	0.562291
aggh	-1.047147
agghh	-0.736992
aggie	-0.236217
aggravated	-1.101214
aggravating	-2.299910
aggregator	0.051465
aggression	1.150077
aggressive	-0.152134
aggressively	-0.864826
aggro	-0.130856
aggy	-0.795833
agh	-1.420661
aghh	-1.412121
agiam	-0.236217
agian	-0.073698
agile	0.456930
agilesmusic	-1.740294
agility	0.274609
agin	-0.479163
aging	0.274609
agingbackwards	0.434457
agirlcalledm	0.562291
agirlnamedamy	0.339147
agitated	-1.653283
agitatore	0.562291
agm	-0.354000
agn	-0.210899
agnes	1.006977
agnesnutter	-0.171678
agnieszkasshoes	1.150077
agnostic	1.032294
agnsrms	-0.236217
ago	-0.338824
agonising	-0.236217
agonizing	-1.414872
agony	-1.788150
agoo	0.051465
agooaustralia	1.304228
agood	0.051465
agora	1.437760
agr	0.339147
agreat	2.449360
agree	0.681880
agreeable	1.032294
agreed	0.466848
agreeing	-0.059760
agreement	0.376888
agreements	-0.459360
agrees	0.731007
agressive	-1.201298
agricultural	1.843225
agriculture	-0.641682
agriggs	-0.354000
agrr	-0.459360
ags	-1.334829
agt	-0.418538
agthekid	0.456930
agua	0.387937
aguilera	0.319729
aguirre	0.744612
agus	0.562291
agustaf	2.248690
agustinap	1.304228
ah	0.300398
aha	0.884217
ahaa	0.651086
ahaah	0.456930
ahaaha	0.898763
ahad	0.967756
ahah	0.652239
ahaha	0.906157
ahahaa	0.785434
ahahah	0.788287
ahahaha	0.950464
ahahahaa	0.898763
ahahahah	0.862395
ahahahaha	1.304228
ahahahahah	0.503450
ahahahahaha	0.878144
ahahahahahah	1.843225
ahahahahahaha	2.536372
ahahahahha	0.274609
ahahahha	0.051465
ahahahhaha	0.562291
ahahh	0.456930
ahahha	0.550456
ahahhaa	1.304228
ahahhaha	0.503450
aham	2.130907
ahar	-1.894445
aharen	1.150077
ahblessgirl	1.843225
ahcomeonnowted	0.339147
ahd	-1.270291
ahe	0.233787
ahead	0.301162
aheartofstars	0.233787
ahecht	-0.459360
ahem	1.174770
aheram	0.744612
ahern	1.997375
aherne	-0.354000
ahg	-0.864826
ahh	-0.068353
ahha	0.601512
ahhaa	0.456930
ahhah	0.156826
ahhaha	0.604850
ahhahah	0.611081
ahhahaha	0.339147
ahhgolf	0.339147
ahhitsaaron	0.051465
ahhmazing	2.536372
ahhphotography	1.304228
ahhww	0.562291
ahi	0.521469
ahihi	1.304228
ahisme	0.169248
ahj	-0.266989
ahl	0.051465
ahm	0.456930
ahmad	0.051465
ahmadinejad	-0.418538
ahmaeya	-1.740294
ahmazing	0.456930
ahmed	1.032294
ahmednaguib	0.995927
ahmedzainal	-0.434043
ahmier	0.051465
ahmm	0.967756
ahmnohere	0.849973
ahmytamagotchi	-0.864826
ahn	0.521469
ahockley	0.456930
ahold	-0.824004
ahole	-0.236217
aholes	-0.864826
aholic	0.051465
ahoova	1.478582
ahora	-0.130856
ahoy	0.714759
ahr	0.562291
ahs	-0.130856
ahsan	1.032294
ahsatanseesmcr	-0.171678
ahseyam	1.843225
aht	0.274609
ahve	-0.412840
ahw	-0.035546
ahwell	-0.759465
ahww	-0.641682
ai	0.201169
ai's	-1.740294
aia	1.032294
aianna	-1.506679
aiannucci	0.967756
aiba	0.967756
aibeengi	-0.236217
aic	0.339147
aici	1.150077
aicnanime	0.967756
aid	-0.019994
aida	0.051465
aidaa	0.051465
aidadoll	-1.740294
aidalusion	-0.130856
aidan	0.352219
aidandisney	1.150077
aide	0.408140
aiden	0.569408
aidenmckenna	-0.171678
aids	-0.057169
aiee	-0.864826
aiesec	1.255438
aig	-0.130856
aiga	0.744612
aight	0.762631
aih	-0.641682
aii	-0.479163
aiight	0.952252
aiisoniraheta	0.862395
aik	0.562291
aiken	0.898763
aiki	0.744612
aikido	1.437760
aikku	-0.171678
aiko	-0.459360
aila	-0.354000
aileen	0.604850
aileenburns	1.304228
aileenwilliams	0.274609
ailing	-1.201298
ailment	0.051465
ailments	0.562291
ails	0.274609
ailujulia	0.339147
ailynonyou	0.339147
aim	-0.104317
aime	0.339147
aimecain	0.456930
aimed	-0.088297
aimee	0.447880
aimee's	-0.171678
aimeech	-0.236217
aimeej	-0.171678
aimeelady	1.255438
aimeexzarnow	0.967756
aimellow	0.967756
aimie	0.339147
aimin	-0.459360
aiming	0.562291
aimizubouken	1.230120
aimlessly	-0.115589
aimm	-0.236217
aims	0.670504
aimss	-2.251120
aimstah	-0.864826
aimyleigh	-0.354000
aimz	0.339147
aimzsta	0.339147
ain	-0.273957
ain't	-0.129455
ainakobets	-0.236217
ainda	0.051465
aine	-0.236217
aini	-1.047147
ainojonas	-0.285007
ainow	1.150077
ainsley	-0.641682
aint	-0.668722
aintnuthinneo	0.967756
ainz	-0.408067
aion	-0.588572
aionbeta	-0.236217
aipchristina	0.456930
aiport	0.611081
air	-0.555968
airasia	0.339147
airbase	1.843225
airbender	-0.641682
airborne	-0.236217
airbourne	-0.236217
airbrush	0.051465
airbrushed	0.611081
airbus	-1.852772
aircon	-1.066565
airconditioned	0.051465
airconditioning	-0.418538
aircraft	-0.672454
aire	-0.508151
aired	-0.139590
aires	0.562291
airfare	-0.989989
airforce	-0.508151
airfrance	-3.126589
airhead	-0.641682
airing	-0.590389
airkarinabx	0.051465
airlanggatwerp	-1.894445
airlie	0.339147
airline	-0.492150
airlines	-0.281679
airman	-0.236217
airofina	0.051465
airplane	-0.413423
airplanes	0.138477
airplay	0.862395
airport	-0.728750
airports	-0.120385
airrun	-0.066318
airs	0.016374
airships	1.997375
airshow	0.051465
airsoft	1.006977
airtel	-0.273957
airtime	-0.082066
airtran	-0.236217
airwaves	0.313829
airways	-0.273957
airy	0.051465
ais	0.419190
aisa	0.562291
aise	-0.641682
aish	-0.171678
aisha	0.926934
aishah	-1.047147
aishatyler	0.274609
aishwarya	0.967756
aishwaryarao	0.967756
aisle	0.172826
aisles	-0.130856
aisleyne	0.562291
aisling	-0.082066
aislingiscool	0.967756
aislinntighee	1.304228
aislynngrey	1.150077
aislynnhess	0.744612
aisyah	-0.641682
ait	1.843225
aitch	0.274609
aite	0.813605
aiversonbabe	0.562291
aix	0.051465
aiya	-0.354000
aiyaa	-1.201298
aiyah	0.051465
aiyerchitra	-0.066318
aiyo	-0.536321
aiyoh	-0.795833
aiysha	1.230120
aj	0.692244
aj's	1.255438
aja	0.578486
ajaa	-0.864826
ajaedandridge	0.274609
ajafair	-0.864826
ajak	-0.171678
ajarin	-1.047147
ajax	0.051465
ajay	0.339147
ajaymohanreddy	1.150077
ajbee	0.967756
ajc	-0.641682
ajcann	0.744612
ajchevalier	-0.459360
ajd	0.339147
aje	0.744612
ajibahajibah	-1.452612
ajm	0.967756
ajmclean	1.843225
ajoyfulmom	0.051465
ajrafael	0.292627
ajroxmywhitesox	0.274609
ajs	0.051465
ajsouthern	2.130907
ajt	-0.459360
ajudar	1.843225
ajung	-0.236217
ajuonline	0.611081
ajvampie	1.843225
ak	-0.263919
aka	0.396735
akai	-0.285007
akamonty	0.339147
akan	0.562291
akane	-0.459360
akarra	1.373221
akashathekitty	0.051465
akavirtualpa	1.756213
akbar	-0.508151
akc	-0.459360
ake	-0.285007
akelaa	1.437760
akemi	0.456930
akes	-0.459360
akgovsarahpalin	0.839923
akh	-0.864826
akhir	0.051465
akhirnya	1.032294
aki	-0.441011
akianastasiou	0.744612
akin	0.233787
aking	0.274609
akira	0.156826
akiralove	1.843225
akirarhymes	0.274609
akirehsiri	0.051465
akismet	0.051465
akk	-0.508151
akl	0.744612
akmal	-0.171678
ako	0.011114
akojen	1.092919
akomuzikera	0.687454
akon	0.844696
akong	-0.444972
akr	0.051465
akron	0.339147
aks	0.744612
aku	-0.413592
akuu	-0.236217
akward	-0.120385
al	0.213308
al's	0.051465
ala	0.376888
alaa	0.274609
alabama	0.006345
alabamawhirly	-1.047147
